train_acc,train_loss,val_acc,val_loss
0.61541,1.3150691,0.7862658227848103,0.662315
0.79689,0.61875015,0.821012658227848,0.5268677
0.8261,0.51842815,0.8339240506329113,0.4810818
0.8406500000000001,0.46421564,0.849240506329114,0.44128042
0.85256,0.42946693,0.8543037974683544,0.41060725
0.8574400000000001,0.40516523,0.8658227848101266,0.38361236
0.8641700000000001,0.38477346,0.8690506329113924,0.369787
0.8686300000000001,0.3667466,0.868101265822785,0.36416072
0.87319,0.3534277,0.8738607594936708,0.36322075
0.8776499999999999,0.33946094,0.8732911392405065,0.35108152
0.8803799999999999,0.3302958,0.8798101265822784,0.33840024
0.88399,0.32008278,0.8753797468354431,0.35385182
0.88533,0.31269568,0.8755696202531644,0.353366
0.88905,0.3037415,0.8820886075949368,0.3349081
0.89047,0.29601288,0.8808227848101267,0.33196977
0.89192,0.29034984,0.8818987341772154,0.3285531
0.89487,0.2840348,0.881898734177215,0.32616213
0.89598,0.2766952,0.8813924050632911,0.33625916
0.8985299999999999,0.27130842,0.8861392405063291,0.31723702
0.8995299999999999,0.26678392,0.8863291139240508,0.3279024
0.90219,0.26012322,0.8854430379746834,0.32374364
0.90169,0.2573633,0.8891772151898735,0.3182541
0.9039200000000001,0.25095734,0.8874050632911393,0.31850898
0.9046300000000002,0.2474729,0.8882911392405063,0.32168758
0.90589,0.24217856,0.8891772151898735,0.32785907
0.90819,0.23789603,0.8883544303797469,0.32065022
0.9078999999999999,0.23407987,0.8828481012658228,0.33931968
0.91082,0.2301724,0.8848101265822785,0.33444792
0.91161,0.2270455,0.8823417721518986,0.34079096
0.9121900000000001,0.22351918,0.8891772151898735,0.32950217
0.91428,0.21849304,0.8837974683544306,0.33504683
0.91352,0.21622102,0.8841139240506329,0.34156582
0.91579,0.21218388,0.883101265822785,0.35211518
0.9164,0.20973533,0.8837341772151899,0.34136093
0.91775,0.20569323,0.8837341772151899,0.34541017
0.9186799999999998,0.20397595,0.8830379746835444,0.3523312
0.91947,0.20015737,0.885126582278481,0.35162324
0.92068,0.19741753,0.8823417721518987,0.34854832
0.92245,0.19383936,0.8817088607594937,0.35419124
0.9221400000000001,0.19090627,0.8837341772151899,0.35532656
0.9244499999999999,0.18757033,0.8853164556962025,0.36354595
0.92404,0.1850811,0.8798101265822784,0.366042
0.92464,0.18361005,0.8846835443037975,0.3656777
0.9259400000000001,0.18121728,0.8809493670886076,0.37672713
0.9268999999999998,0.1785553,0.8781012658227849,0.38561973
0.92701,0.17595597,0.8813924050632911,0.37794954
0.9292099999999999,0.17298295,0.883101265822785,0.3787677
0.9291899999999998,0.17192063,0.8765822784810127,0.39860854
0.9298899999999999,0.16954812,0.8767721518987341,0.39877465
0.93034,0.16801138,0.8819620253164558,0.38455543
0.9319700000000001,0.16439255,0.8822151898734176,0.40175503
0.9327499999999999,0.16256255,0.8794303797468354,0.39824378
0.93252,0.16213413,0.8867088607594936,0.40036258
0.9343499999999999,0.15845399,0.8739240506329115,0.42580685
0.93424,0.15734117,0.8787341772151899,0.42432895
0.93597,0.15373246,0.8836075949367089,0.4158245
0.93645,0.15237339,0.8765189873417722,0.43110386
0.9375699999999999,0.14947808,0.8823417721518987,0.42176124
0.93764,0.14880441,0.8791139240506328,0.44600958
0.938,0.14816988,0.88,0.42767367
0.93924,0.14500655,0.8781012658227849,0.44517344
0.94007,0.1434514,0.875886075949367,0.45196486
0.9412499999999999,0.14170332,0.8782278481012658,0.44453397
0.9409999999999998,0.14081262,0.8768987341772153,0.4562268
0.9417199999999999,0.13883014,0.8773417721518988,0.4557762
0.94214,0.13717926,0.8828481012658228,0.46230194
0.9436199999999999,0.13516591,0.879240506329114,0.46191755
0.9434299999999999,0.1360255,0.8761392405063292,0.46386355
0.9438899999999999,0.13285917,0.8782911392405064,0.47541037
0.9440899999999999,0.13291489,0.8739873417721519,0.47620487
0.94577,0.1288018,0.8781645569620253,0.48973823
0.94576,0.12848307,0.8776582278481013,0.490867
0.94605,0.12713651,0.8774050632911392,0.49392807
0.9462599999999999,0.12654284,0.8779113924050631,0.5030793
0.9461399999999999,0.12615395,0.8760759493670887,0.49420962
0.94717,0.12366136,0.8780379746835443,0.509116
0.949,0.12226058,0.874113924050633,0.49870852
0.94904,0.121164806,0.8758227848101265,0.51668566
0.9485899999999999,0.120586514,0.8743037974683543,0.53899336
0.94953,0.119209915,0.8788607594936708,0.5211104
0.9506899999999999,0.115883365,0.8738607594936708,0.5269954
0.9509999999999998,0.11683461,0.8743670886075948,0.5485091
0.951,0.11558783,0.869367088607595,0.5514187
0.95205,0.11520554,0.8775949367088607,0.52864945
0.95178,0.11372481,0.874746835443038,0.5489816
0.9520299999999999,0.11342883,0.8717088607594938,0.5577799
0.95299,0.11086475,0.8756962025316455,0.5476325
0.9528,0.11223669,0.8773417721518988,0.53749585
0.95452,0.107072145,0.8715822784810126,0.5668041
0.9531000000000001,0.11125179,0.8753797468354431,0.5517083
0.95459,0.10637538,0.8739240506329113,0.5639205
0.95526,0.10621253,0.8751265822784811,0.56869197
0.95586,0.105084874,0.875126582278481,0.5712419
0.95629,0.10391872,0.874746835443038,0.5793318
0.95553,0.10486345,0.8723417721518988,0.59037334
0.9557100000000001,0.10456862,0.8724683544303797,0.5937565
0.95786,0.09954317,0.8772784810126583,0.602112
0.9564199999999999,0.10346128,0.8706962025316455,0.5988346
0.9587,0.09736483,0.8735443037974684,0.645573
0.95915,0.09894198,0.8743670886075949,0.6185561
