train_acc,train_loss,val_acc,val_loss
0.462,1.7411313,0.7222151898734177,0.8456566
0.7648799999999999,0.70996505,0.7999367088607595,0.6080329
0.81409,0.561187,0.8281012658227846,0.51061964
0.83489,0.48622328,0.8363924050632912,0.49153677
0.84877,0.43687385,0.8458860759493672,0.4437568
0.85848,0.40198547,0.854240506329114,0.42742088
0.8675499999999999,0.3728106,0.8622151898734178,0.40463272
0.8747699999999999,0.34858057,0.8531012658227848,0.42014867
0.8796900000000001,0.33110797,0.8655696202531645,0.38964644
0.8848199999999999,0.3131651,0.8632911392405064,0.40672264
0.88835,0.29968977,0.8732278481012659,0.38134307
0.89141,0.28822204,0.8687341772151899,0.41263652
0.8963199999999999,0.2739245,0.8712025316455695,0.39104182
0.8996600000000001,0.2645403,0.8728481012658229,0.39344022
0.9013100000000001,0.25736403,0.8694936708860761,0.41345924
0.90499,0.24651079,0.8676582278481011,0.42507708
0.90757,0.24003544,0.8703164556962025,0.41867214
0.91019,0.23284921,0.869367088607595,0.4213791
0.9107000000000001,0.22747767,0.868987341772152,0.42907262
0.91396,0.21882349,0.8701898734177216,0.45086
0.9152100000000001,0.21665768,0.8670253164556962,0.4398641
0.9167799999999999,0.21192962,0.8668354430379748,0.42671406
0.9198999999999999,0.2027659,0.8676582278481013,0.4600911
0.9205399999999999,0.20060787,0.8622784810126582,0.47149736
0.92091,0.19893284,0.8686075949367087,0.4612802
0.9250900000000001,0.18998986,0.8660126582278482,0.48036698
0.926,0.18450214,0.8656329113924052,0.5058619
0.9261500000000001,0.18485108,0.8693037974683546,0.4782273
0.92924,0.17588662,0.8670253164556962,0.49736294
0.9273799999999999,0.18247497,0.8687974683544303,0.5132734
0.93101,0.17106922,0.8622151898734178,0.4950374
0.9312999999999999,0.1725238,0.8643037974683544,0.53131336
0.93336,0.16557364,0.864620253164557,0.5128055
0.93517,0.16188937,0.869240506329114,0.5412772
0.9363199999999999,0.15701836,0.8636708860759494,0.5346385
0.9368999999999998,0.15707462,0.8660759493670886,0.57348794
0.9368899999999999,0.15666136,0.8624050632911394,0.574771
0.93949,0.14969681,0.860632911392405,0.599059
0.9408899999999999,0.14924054,0.8649367088607595,0.5565679
0.9421499999999998,0.14386584,0.8650000000000001,0.57128906
0.9419699999999999,0.14682889,0.860886075949367,0.5706022
0.9448099999999999,0.13687201,0.8637974683544305,0.6015937
0.9448699999999999,0.13746408,0.8660759493670884,0.6078189
0.9467299999999998,0.13344784,0.8651898734177215,0.6025526
0.94612,0.1371255,0.8593037974683543,0.6294912
0.9480999999999999,0.13090044,0.8638607594936709,0.61861324
0.9493199999999999,0.12805964,0.8627215189873418,0.6402896
0.94845,0.1293786,0.8638607594936709,0.6179814
0.9506599999999998,0.123680115,0.8598734177215189,0.6819162
0.9513199999999999,0.122369885,0.8622784810126582,0.623457
0.95263,0.11980307,0.8593670886075948,0.67345494
0.9523400000000001,0.12020125,0.8624683544303796,0.6863999
0.9552999999999999,0.11383843,0.8609493670886075,0.69957584
0.95587,0.11403508,0.8632278481012657,0.6879263
0.9545899999999999,0.11438628,0.8634177215189872,0.6637722
0.95819,0.10746014,0.8599367088607596,0.7253418
0.95778,0.10990764,0.8588607594936708,0.70047164
0.9575899999999999,0.10832846,0.8594303797468353,0.7414887
0.9578,0.10728107,0.8584177215189873,0.7089367
0.96002,0.1026719,0.8592405063291139,0.746698
0.9595699999999999,0.10386836,0.8615189873417722,0.7409245
0.96213,0.099081814,0.8575949367088608,0.72855055
0.9605499999999999,0.10289355,0.8579113924050632,0.75175166
0.9625300000000001,0.09857709,0.8569620253164556,0.74879223
0.96229,0.098600835,0.8558860759493672,0.7653268
0.96251,0.097841926,0.8595569620253165,0.7514156
0.9628499999999999,0.097462796,0.855886075949367,0.7676553
0.96509,0.09184713,0.8584177215189873,0.77507734
0.9646300000000001,0.09334892,0.8629746835443036,0.76278186
