train_acc,train_loss,val_acc,val_loss
0.603,1.393996,0.7391772151898733,0.8471444
0.75197,0.8036156,0.7812025316455696,0.70950913
0.78554,0.6862414,0.7994936708860759,0.6428453
0.8031,0.617859,0.803860759493671,0.60699844
0.8193700000000002,0.5650381,0.816645569620253,0.5449065
0.82899,0.5279694,0.8370253164556962,0.5083622
0.83848,0.49525824,0.8420253164556963,0.4822668
0.84475,0.4730309,0.8382911392405062,0.47958398
0.8500599999999999,0.45435402,0.8531645569620252,0.44346687
0.85445,0.43835503,0.8532278481012658,0.4414057
0.8586,0.42532685,0.8593670886075948,0.42231578
0.8614499999999999,0.41459727,0.8544303797468354,0.42933887
0.8645499999999999,0.40440077,0.8630379746835444,0.40943253
0.86673,0.39475086,0.8622151898734176,0.40985426
0.86802,0.38736254,0.8635443037974685,0.4048194
0.8708199999999999,0.37994486,0.8562658227848099,0.41035712
0.8720500000000001,0.3749652,0.8679746835443037,0.3857038
0.87433,0.36676913,0.8628481012658229,0.39019507
0.87467,0.36192352,0.8637341772151899,0.4002461
0.87683,0.35704708,0.8714556962025316,0.38119236
0.8789300000000001,0.35095274,0.8665822784810128,0.39088276
0.87962,0.3488204,0.8749367088607596,0.36692536
0.88076,0.3442822,0.875,0.36504874
0.88155,0.34076846,0.8755063291139241,0.3689213
0.8824500000000001,0.3362445,0.8775949367088607,0.36444557
0.88447,0.33293623,0.8742405063291139,0.35870433
0.8850500000000001,0.3297508,0.8745569620253165,0.36714888
0.8849199999999999,0.3279139,0.8733544303797467,0.37056175
0.8859400000000001,0.32481867,0.8698734177215189,0.37370706
0.88661,0.32162324,0.8744303797468356,0.36143768
0.8890899999999999,0.31799784,0.8680379746835442,0.37306774
0.8893399999999999,0.3170572,0.8717088607594938,0.37326795
0.8893300000000001,0.31494233,0.8732278481012659,0.36826664
0.89047,0.31138244,0.8799367088607595,0.35535526
0.8899300000000001,0.309966,0.8679113924050632,0.36902702
0.89147,0.30811828,0.8749367088607596,0.3627933
0.89173,0.30645543,0.8788607594936709,0.35198018
0.8925299999999999,0.30451277,0.8753164556962026,0.359966
0.8930400000000001,0.30193254,0.8743670886075949,0.3598422
0.8935299999999999,0.30047205,0.8759493670886076,0.36536425
0.89524,0.29892474,0.87,0.36439726
0.8944099999999999,0.29745838,0.8808227848101265,0.35536888
0.8952,0.2947688,0.8778481012658227,0.35860518
0.89526,0.29466027,0.8771518987341772,0.35773256
0.89656,0.29142717,0.8767088607594937,0.3580931
0.8970999999999999,0.29120922,0.8762025316455696,0.3635091
0.89607,0.28962404,0.8804430379746836,0.35388482
0.8979,0.28724828,0.8752531645569621,0.36808062
0.8980899999999999,0.28541762,0.867784810126582,0.36683297
0.8980899999999999,0.2846333,0.8793670886075949,0.35637978
0.8993399999999999,0.2830103,0.8774050632911392,0.35891587
0.8992899999999999,0.28223777,0.8751265822784811,0.36690754
0.8990699999999999,0.28133363,0.8737974683544306,0.36450225
0.8993800000000001,0.27916723,0.874113924050633,0.3653508
0.9000600000000001,0.27898204,0.8759493670886076,0.358942
0.9004800000000001,0.27659068,0.8794303797468354,0.35657898
0.9016700000000001,0.27500263,0.8724050632911393,0.36297792
0.90098,0.2742511,0.8798101265822782,0.355857
0.90193,0.27286804,0.8776582278481013,0.35999495
0.9010199999999999,0.27262965,0.8765189873417722,0.36057895
0.90259,0.27021468,0.8812025316455697,0.35263273
0.9027800000000001,0.2697009,0.8755063291139239,0.35500088
0.9027200000000001,0.2686483,0.8820886075949368,0.3478389
0.903,0.26821297,0.8750632911392404,0.37089622
0.90264,0.26740316,0.876518987341772,0.35856953
0.9047799999999999,0.26551545,0.8804430379746835,0.35468718
0.90423,0.2644156,0.8789240506329115,0.35463187
0.90411,0.26386315,0.8775949367088607,0.36151302
0.90616,0.26180786,0.8798101265822784,0.35417873
0.90543,0.26129365,0.8698101265822785,0.37887752
0.90574,0.261066,0.8772784810126582,0.36003283
0.9059299999999999,0.2597898,0.8816455696202534,0.35331205
0.90626,0.25912473,0.8779746835443037,0.36755258
0.90637,0.25806078,0.8784810126582279,0.35565615
0.90623,0.25746918,0.8788607594936708,0.3604747
0.9071699999999999,0.25641185,0.8755696202531645,0.36462244
0.90749,0.25496212,0.8758227848101268,0.3595539
0.9067900000000001,0.2550173,0.8766455696202531,0.3669883
0.90806,0.25311652,0.8784810126582279,0.36623314
0.90844,0.25226134,0.8775316455696203,0.36328563
0.90747,0.25257435,0.8773417721518986,0.36413202
0.90937,0.2508227,0.8771518987341772,0.36914498
0.9090699999999999,0.25009584,0.8720886075949364,0.3820321
0.90952,0.24980883,0.8769620253164558,0.36012536
0.90879,0.24981532,0.8809493670886076,0.3607631
0.90954,0.24728483,0.8772784810126583,0.36681718
0.9103,0.24711318,0.8749367088607596,0.36469242
0.9096799999999999,0.2466181,0.8799367088607597,0.36261353
0.91009,0.24556534,0.8764556962025316,0.36262536
0.91031,0.24547216,0.8772151898734178,0.36551598
0.91154,0.2435672,0.8767088607594935,0.3631455
0.9112,0.24327293,0.8795569620253163,0.3676152
0.91154,0.2423039,0.8770253164556964,0.368556
0.91062,0.2433218,0.8789240506329115,0.36113197
0.9118900000000001,0.24042691,0.8772784810126583,0.3673135
0.91222,0.24037673,0.875,0.3674305
0.91199,0.23922266,0.8802531645569621,0.36966574
0.91299,0.23865218,0.8767088607594937,0.37514278
0.91312,0.2383334,0.8783544303797467,0.36745933
0.9125,0.23696426,0.8738607594936708,0.37313423
